CustomerID,Recency,Frequency,Monetary,AvgOrderValue,UniqueProducts,PurchaseInterval,BasketSize,CountryDiversity
12417.0,3,20,6797.41,339.8705,270,37.94736842105263,144.7,2
12418.0,113,4,2021.2,505.3,90,172.0,272.0,1
12419.0,386,2,503.01,251.505,23,27.0,115.5,1
12420.0,64,1,600.39,600.39,29,0.0,345.0,1
12421.0,16,6,1098.6,183.1,44,97.4,108.66666666666667,1
12422.0,96,17,5231.8,307.7529411764706,137,38.5,152.7058823529412,2
12423.0,1,10,2622.39,262.239,128,51.111111111111114,179.3,2
12424.0,163,4,3340.03,835.0075,78,128.33333333333334,506.25,1
12425.0,78,2,1741.41,870.705,87,370.0,573.5,1
12426.0,195,2,1345.21,672.605,73,468.0,292.0,1
12427.0,22,3,825.8,275.26666666666665,26,174.5,177.66666666666666,1
12428.0,26,9,7956.46,884.0511111111111,258,31.875,392.8888888888889,1
12429.0,9,8,6204.41,775.55125,124,76.42857142857143,361.25,2
12430.0,43,1,256.4,256.4,11,0.0,117.0,1
12431.0,36,27,10432.22,386.3785185185185,244,24.923076923076923,170.8148148148148,2
12432.0,43,5,5059.32,1011.8639999999999,107,32.0,360.2,1
12433.0,1,10,16794.14,1679.414,285,52.44444444444444,1353.4,1
12434.0,85,3,1103.43,367.81,62,147.5,177.33333333333334,1
12435.0,80,6,13925.93,2320.9883333333332,88,131.2,826.3333333333334,1
12436.0,100,1,509.01,509.01,16,0.0,211.0,1
12437.0,2,39,12683.4,325.2153846153846,274,18.86842105263158,205.15384615384616,1
12438.0,14,2,2906.85,1453.425,84,125.0,590.0,1
12439.0,683,2,1142.88,571.44,69,43.0,239.0,1
12440.0,462,2,859.2,429.6,21,255.0,165.5,1
12441.0,367,1,173.55,173.55,11,0.0,121.0,1
12442.0,3,1,172.06,172.06,12,0.0,182.0,1
12443.0,732,1,485.31,485.31,21,0.0,182.0,1
12444.0,21,5,5005.46,1001.092,138,37.25,231.0,1
12445.0,22,2,434.98,217.49,24,398.0,103.0,1
12446.0,58,1,1002.3100000000001,1002.3100000000001,58,0.0,352.0,1
12447.0,243,1,476.49,476.49,26,0.0,190.0,1
12448.0,44,1,449.45,449.45,22,0.0,243.0,1
12449.0,22,6,4835.89,805.9816666666667,125,82.8,380.3333333333333,2
12450.0,156,5,688.2,137.64000000000001,31,79.0,88.4,1
12451.0,11,8,12669.88,1583.735,352,73.57142857142857,1169.875,1
12452.0,17,2,430.57,215.285,21,0.0,92.5,1
12453.0,134,1,707.09,707.09,43,0.0,473.0,1
12454.0,56,5,16679.78,3335.9559999999997,24,90.5,1540.6,1
12455.0,73,10,5879.95,587.995,199,71.44444444444444,330.2,2
12456.0,44,3,3181.04,1060.3466666666666,105,104.5,544.3333333333334,1
12457.0,66,8,2995.91,374.48875,63,52.142857142857146,136.875,2
12458.0,71,4,1777.49,444.3725,71,138.33333333333334,246.5,1
12459.0,605,1,454.36,454.36,23,0.0,258.0,1
12460.0,456,1,326.65,326.65,18,0.0,170.0,1
12461.0,94,2,826.88,413.44,35,60.0,143.5,1
12462.0,19,2,1189.59,594.7950000000001,51,284.0,268.0,1
12463.0,53,4,1344.78,336.195,65,62.0,194.0,1
12464.0,10,8,1212.05,151.50625,6,42.285714285714285,14.0,1
12465.0,17,2,742.1899999999999,371.095,46,152.0,239.5,1
12466.0,682,1,56.73,56.73,1,0.0,1.0,1
12467.0,423,1,132.8,132.8,9,0.0,129.0,1
12468.0,188,5,3670.74,734.1479999999999,127,123.25,440.2,1
12469.0,523,2,3070.54,1535.27,76,14.0,1276.0,1
12470.0,690,1,211.95,211.95,23,0.0,95.0,1
12471.0,2,79,39918.19,505.2935443037975,255,9.08974358974359,213.50632911392404,1
12472.0,32,19,16249.289999999999,855.2257894736842,397,37.77777777777778,546.2105263157895,1
12473.0,29,5,3928.0499999999997,785.61,140,40.25,482.8,1
12474.0,17,31,12372.75,399.1209677419355,369,21.133333333333333,256.1290322580645,1
12475.0,54,2,1149.64,574.8199999999999,54,356.0,385.5,1
12476.0,16,23,14083.91,612.3439130434782,358,21.727272727272727,244.82608695652175,1
12477.0,23,9,20276.37,2252.93,295,74.75,679.8888888888889,1
12478.0,4,1,680.99,680.99,36,0.0,236.0,1
12479.0,11,1,527.2,527.2,31,0.0,385.0,1
12480.0,28,7,5464.85,780.6928571428572,177,79.5,421.7142857142857,1
12481.0,23,15,12185.51,812.3673333333334,248,41.285714285714285,477.2,1
12482.0,576,29,23691.4,816.944827586207,42,2.642857142857143,932.4827586206897,1
12483.0,17,19,5097.18,268.27263157894737,68,36.166666666666664,113.6842105263158,1
12484.0,33,12,6354.1,529.5083333333333,329,58.54545454545455,272.1666666666667,1
12485.0,529,1,708.1,708.1,34,0.0,414.0,1
12486.0,432,1,1037.28,1037.28,49,0.0,523.0,1
12487.0,731,1,285.29999999999995,285.29999999999995,2,0.0,174.0,1
12488.0,10,3,1298.66,432.8866666666667,46,32.5,176.33333333333334,1
12489.0,336,1,334.93,334.93,15,0.0,105.0,1
12490.0,5,21,9823.64,467.79238095238094,195,36.25,281.23809523809524,1
12491.0,39,1,460.40000000000003,460.40000000000003,25,0.0,260.0,1
12492.0,63,3,715.21,238.40333333333334,38,169.5,148.0,1
12493.0,166,2,433.74,216.87,20,31.0,103.5,1
12494.0,16,9,1815.27,201.69666666666666,83,69.375,108.77777777777777,1
12495.0,641,1,357.4,357.4,17,0.0,130.0,1
12496.0,620,2,45.34,22.67,10,0.0,15.0,1
12497.0,82,3,6248.5,2082.8333333333335,41,281.0,1895.0,1
12498.0,21,3,403.70000000000005,134.56666666666666,21,18.0,53.0,1
12499.0,560,1,393.72,393.72,27,0.0,302.0,1
12500.0,23,19,5955.21,313.4321052631579,88,35.72222222222222,177.73684210526315,1
12501.0,337,1,2169.39,2169.39,149,0.0,1783.0,1
12502.0,96,5,3723.87,744.774,102,53.25,164.0,1
12503.0,584,1,1126.0,1126.0,2,0.0,561.0,1
12504.0,18,4,779.05,194.7625,11,192.33333333333334,114.5,1
12505.0,409,1,955.2,955.2,42,0.0,324.0,1
12506.0,233,1,73.5,73.5,23,0.0,23.0,1
12507.0,134,4,1844.06,461.015,46,150.0,316.75,1
12508.0,26,2,397.88,198.94,57,2.0,135.5,1
12509.0,284,1,176.5,176.5,7,0.0,55.0,1
12510.0,143,9,5178.02,575.3355555555556,94,73.5,227.66666666666666,1
12511.0,429,1,3084.02,3084.02,190,0.0,1753.0,1
12512.0,66,2,132.18,66.09,31,0.0,48.0,1
12513.0,113,1,612.29,612.29,35,0.0,462.0,1
12514.0,267,2,1597.76,798.88,76,374.0,420.0,1
12515.0,353,1,383.7,383.7,16,0.0,131.0,1
12516.0,78,4,2648.62,662.155,49,173.33333333333334,488.0,1
12517.0,28,5,2481.6,496.32,232,40.0,272.2,1
12518.0,1,5,2056.89,411.378,84,27.0,263.6,1
12519.0,64,2,716.54,358.27,34,413.0,193.5,1
12520.0,79,5,2634.26,526.8520000000001,121,48.25,287.8,1
12521.0,143,1,599.68,599.68,38,0.0,309.0,1
12522.0,39,2,192.72,96.36,11,12.0,97.0,1
12523.0,19,23,4352.35,189.2326086956522,176,31.863636363636363,98.3913043478261,1
12524.0,9,17,11126.11,654.4770588235294,157,40.875,422.2352941176471,1
12525.0,498,3,973.73,324.57666666666665,56,74.0,169.66666666666666,1
12526.0,1,3,1316.66,438.8866666666666,64,46.5,210.66666666666666,1
12527.0,82,5,735.51,147.102,26,111.25,105.2,1
12528.0,9,6,1933.48,322.24666666666667,50,60.4,126.0,1
12529.0,528,1,316.48,316.48,21,0.0,192.0,1
12530.0,60,9,3759.26,417.6955555555556,94,72.375,301.44444444444446,1
12531.0,15,2,1933.2,966.6,126,671.0,559.5,1
12532.0,30,1,349.83000000000004,349.83000000000004,16,0.0,153.0,1
12533.0,628,2,1367.89,683.9449999999999,63,110.0,352.0,1
12534.0,131,1,1089.18,1089.18,63,0.0,651.0,1
12535.0,92,2,716.35,358.17499999999995,28,94.0,109.5,1
12536.0,43,3,12601.830000000002,4200.610000000001,260,7.5,934.3333333333334,1
12537.0,409,1,732.94,732.94,43,0.0,449.0,1
12538.0,29,2,640.45,320.225,33,349.0,168.0,1
12539.0,22,7,11214.75,1602.107142857143,276,115.16666666666667,647.8571428571429,1
12540.0,20,33,22254.49,674.3784848484847,354,21.75,333.90909090909093,1
12541.0,30,3,981.18,327.06,46,125.0,226.66666666666666,1
12542.0,484,2,481.88,240.94,39,156.0,261.0,1
12543.0,448,1,980.25,980.25,43,0.0,688.0,1
12544.0,36,1,372.7,372.7,19,0.0,136.0,1
12545.0,75,2,1000.39,500.195,42,184.0,261.5,1
12546.0,47,2,1161.5,580.75,59,31.0,316.5,1
12547.0,198,3,383.58,127.86,13,150.5,103.0,1
12548.0,166,1,95.19999999999999,95.19999999999999,5,0.0,49.0,1
12549.0,576,6,1575.68,262.61333333333334,38,24.0,227.66666666666666,1
12550.0,79,1,964.83,964.83,57,0.0,569.0,1
12551.0,358,1,168.0,168.0,10,0.0,100.0,1
12552.0,39,2,437.82,218.91,20,0.0,44.0,1
12553.0,8,12,4608.75,384.0625,109,37.18181818181818,193.75,1
12554.0,449,1,468.5,468.5,26,0.0,240.0,1
12555.0,682,1,129.23,129.23,1,0.0,1.0,1
12556.0,50,2,599.56,299.78,100,100.0,177.5,1
12557.0,16,8,18096.14,2262.0175,15,100.42857142857143,797.75,1
12558.0,8,1,269.96,269.96,11,0.0,196.0,1
12559.0,311,2,561.71,280.855,21,8.0,141.5,1
12560.0,5,3,2134.01,711.3366666666667,91,68.0,370.0,1
12561.0,303,1,238.85,238.85,16,0.0,177.0,1
12562.0,8,9,4966.92,551.88,113,53.0,258.55555555555554,1
12563.0,409,1,249.24,249.24,13,0.0,113.0,1
12564.0,261,1,456.9,456.9,21,0.0,133.0,1
12565.0,289,1,145.92,145.92,9,0.0,80.0,1
12566.0,86,1,351.65,351.65,19,0.0,265.0,1
12567.0,23,15,11767.48,784.4986666666666,365,45.5,353.8666666666667,1
12568.0,645,1,70.0,70.0,5,0.0,48.0,1
12569.0,2,32,4124.69,128.89656250000002,92,7.645161290322581,56.28125,1
12570.0,682,1,77.52,77.52,1,0.0,1.0,1
12571.0,40,2,519.61,259.805,31,81.0,261.5,1
12572.0,9,2,1020.42,510.21000000000004,53,43.0,226.0,1
12573.0,227,5,717.41,143.48200000000003,107,58.75,95.8,1
12574.0,316,1,218.45,218.45,11,0.0,61.0,1
12575.0,457,2,622.8199999999999,311.40999999999997,34,69.0,157.5,1
12576.0,36,8,2142.72,267.84,114,69.57142857142857,186.75,1
12577.0,35,8,1617.1,202.1375,259,99.85714285714286,148.875,1
12578.0,21,4,4642.45,1160.6125,149,140.0,595.0,1
12579.0,78,1,440.42,440.42,29,0.0,285.0,1
12580.0,247,2,1052.9,526.45,52,329.0,284.5,1
12581.0,40,1,197.71,197.71,15,0.0,161.0,1
12582.0,239,4,1980.4,495.1,88,112.66666666666667,246.25,1
12583.0,3,27,13591.58,503.39185185185187,141,27.615384615384617,316.1111111111111,1
12584.0,4,9,2338.15,259.7944444444445,44,34.0,46.22222222222222,1
12585.0,234,2,2040.1,1020.05,77,117.0,639.5,1
12586.0,17,4,2062.67,515.6675,82,235.0,171.75,1
12587.0,8,1,144.0,144.0,4,0.0,51.0,1
12588.0,39,4,958.78,239.695,31,186.0,109.5,1
12589.0,29,8,4695.66,586.9575,121,94.14285714285714,220.5,1
12590.0,211,2,9864.26,4932.13,68,0.0,2141.5,1
12591.0,317,3,1338.95,446.31666666666666,63,45.5,217.66666666666666,1
12592.0,92,5,2582.66,516.5319999999999,42,106.5,375.0,1
12593.0,109,3,418.09999999999997,139.36666666666667,14,55.0,68.66666666666667,1
12594.0,38,15,5090.110000000001,339.3406666666667,78,43.0,184.53333333333333,1
12595.0,505,1,299.02,299.02,19,0.0,271.0,1
12596.0,51,2,618.27,309.135,25,190.0,237.0,1
12597.0,19,4,3811.22,952.805,184,82.66666666666667,559.0,1
12598.0,10,11,4534.09,412.19,130,63.4,264.1818181818182,1
12599.0,29,13,2296.72,176.67076923076925,47,45.083333333333336,168.3846153846154,1
12600.0,29,21,4967.42,236.54380952380953,53,34.7,65.85714285714286,1
12601.0,190,6,681.26,113.54333333333334,24,42.4,48.333333333333336,1
12602.0,59,1,153.12,153.12,12,0.0,162.0,1
12603.0,22,1,739.1999999999999,739.1999999999999,3,0.0,64.0,1
12604.0,79,2,254.18,127.09,15,182.0,100.5,1
12605.0,376,4,1232.95,308.2375,63,27.0,232.25,1
12606.0,682,1,21.0,21.0,1,0.0,1.0,1
12607.0,60,1,1579.51,1579.51,101,0.0,1228.0,1
12608.0,405,1,415.79,415.79,16,0.0,323.0,1
12609.0,78,9,3435.86,381.76222222222225,129,79.875,172.55555555555554,1
12610.0,23,5,2099.54,419.908,85,25.25,209.8,1
12611.0,52,1,1193.32,1193.32,65,0.0,846.0,1
12612.0,74,1,704.0400000000001,704.0400000000001,19,0.0,262.0,1
12613.0,57,10,6817.37,681.7370000000001,218,73.88888888888889,415.7,1
12614.0,278,1,315.6,315.6,20,0.0,76.0,1
12615.0,2,8,5740.98,717.6225000000001,198,89.57142857142857,414.625,1
12616.0,95,3,1131.1,377.0333333333333,32,146.5,166.0,1
12617.0,29,1,352.98,352.98,39,0.0,210.0,1
12618.0,22,1,177.31,177.31,11,0.0,96.0,1
12619.0,16,10,3781.38,378.13800000000003,55,60.22222222222222,351.8,1
12620.0,15,3,1339.41,446.46999999999997,89,94.5,393.6666666666667,1
12621.0,2,35,24311.2,694.6057142857143,344,19.08823529411765,391.6,1
12622.0,232,1,180.1,180.1,11,0.0,69.0,1
12623.0,276,7,3747.84,535.4057142857143,112,69.66666666666667,281.7142857142857,1
12624.0,106,2,641.13,320.565,36,71.0,177.5,1
12625.0,212,4,5164.88,1291.22,144,127.66666666666667,827.25,1
12626.0,23,9,6620.48,735.6088888888888,232,37.5,383.6666666666667,1
12627.0,11,7,4478.53,639.79,162,21.166666666666668,393.14285714285717,1
12628.0,4,3,786.46,262.15333333333336,34,29.5,149.33333333333334,1
12629.0,386,2,1558.22,779.11,40,37.0,361.0,1
12630.0,10,2,1270.88,635.44,60,34.0,274.0,1
12631.0,57,6,3481.57,580.2616666666667,131,126.8,267.8333333333333,1
12632.0,521,2,804.88,402.44,32,44.0,347.0,1
12633.0,59,7,5678.16,811.1657142857142,220,77.33333333333333,462.57142857142856,1
12634.0,536,2,490.0,245.0,20,12.0,168.5,1
12635.0,90,4,2930.41,732.6025,159,122.0,487.25,1
12636.0,739,1,141.0,141.0,1,0.0,1.0,1
12637.0,67,12,8283.81,690.3175,295,42.81818181818182,354.75,1
12638.0,33,2,921.49,460.745,47,606.0,331.5,1
12639.0,239,3,1312.37,437.45666666666665,58,194.5,210.33333333333334,1
12640.0,24,3,1174.58,391.5266666666667,47,28.5,103.66666666666667,1
12641.0,115,1,185.9,185.9,10,0.0,72.0,1
12642.0,25,3,1013.26,337.75333333333333,39,41.0,184.0,1
12643.0,128,12,8304.82,692.0683333333333,14,43.36363636363637,388.75,1
12644.0,130,4,1918.49,479.62250000000006,106,188.0,258.0,1
12645.0,34,8,3539.3,442.4125,111,90.0,265.625,1
12646.0,5,2,1346.97,673.4849999999999,43,44.0,448.5,1
12647.0,22,36,16955.55,470.98749999999995,240,18.685714285714287,184.47222222222223,1
12648.0,155,4,1112.0,278.0,38,182.0,129.5,1
12649.0,107,8,2294.65,286.83125,94,83.71428571428571,244.875,1
12650.0,3,1,314.44,314.44,20,0.0,254.0,1
12651.0,335,4,377.75,94.4375,30,43.333333333333336,66.25,1
12652.0,331,2,1017.03,508.515,51,102.0,268.0,2
12653.0,149,3,4160.83,1386.9433333333334,76,188.5,560.3333333333334,1
12654.0,11,5,601.98,120.396,31,70.75,52.8,1
12655.0,424,1,261.35,261.35,16,0.0,80.0,1
12656.0,17,8,6407.83,800.97875,174,77.42857142857143,357.5,1
12657.0,11,4,1643.18,410.795,35,22.0,261.0,1
12658.0,19,1,686.05,686.05,36,0.0,320.0,1
12659.0,30,1,91.68,91.68,5,0.0,105.0,1
12660.0,11,1,245.1,245.1,13,0.0,127.0,1
12661.0,436,1,162.0,162.0,11,0.0,216.0,1
12662.0,1,20,6726.54,336.327,163,31.94736842105263,171.2,1
12663.0,625,2,239.4,119.7,9,43.0,90.5,1
12664.0,8,11,6070.04,551.8218181818182,10,71.3,135.9090909090909,1
12665.0,325,3,313.6,104.53333333333335,13,171.5,55.0,1
12666.0,394,1,1248.42,1248.42,31,0.0,370.0,1
12667.0,58,1,620.13,620.13,33,0.0,395.0,1
12668.0,12,10,11383.03,1138.303,263,73.44444444444444,504.9,1
12669.0,151,3,2744.0299999999997,914.6766666666666,98,52.5,371.6666666666667,1
12670.0,10,7,3760.29,537.1842857142857,71,109.0,232.42857142857142,1
12671.0,606,1,2622.481,2622.481,45,0.0,1460.0,1
12672.0,330,2,437.05,218.52499999999998,22,265.0,69.0,1
12673.0,5,3,1230.02,410.00666666666666,68,198.0,233.33333333333334,1
12674.0,39,4,1970.6,492.65,52,56.333333333333336,283.25,1
12675.0,554,2,957.25,478.625,111,24.0,168.0,1
12676.0,25,11,2843.09,258.4627272727273,67,45.5,169.72727272727272,1
12677.0,555,2,395.1,197.55,13,111.0,88.0,1
12678.0,42,21,34281.18,1632.4371428571428,199,32.4,1065.3333333333333,1
12679.0,59,4,1113.02,278.255,43,74.33333333333333,138.5,1
12680.0,1,4,880.81,220.2025,33,37.0,111.0,1
12681.0,15,45,29834.76,662.9946666666666,459,15.704545454545455,378.02222222222224,1
12682.0,4,52,22950.22,441.35038461538466,327,13.901960784313726,202.34615384615384,1
12683.0,4,21,11633.7,553.9857142857143,236,35.7,334.23809523809524,1
12684.0,8,7,2283.63,326.23285714285714,61,33.833333333333336,283.57142857142856,1
12685.0,28,6,2863.08,477.18,117,12.6,253.83333333333334,1
12686.0,372,1,89.14,89.14,7,0.0,107.0,1
12687.0,481,2,2138.91,1069.455,126,0.0,701.5,1
12688.0,114,1,4873.8099999999995,4873.8099999999995,171,0.0,3028.0,1
12689.0,26,2,1247.61,623.805,57,101.0,314.0,1
12690.0,206,1,389.01,389.01,16,0.0,106.0,1
12691.0,28,7,1170.4,167.20000000000002,24,65.0,63.57142857142857,1
12692.0,637,1,110.95,110.95,13,0.0,36.0,1
12693.0,127,7,1703.02,243.28857142857143,63,65.33333333333333,76.57142857142857,1
12694.0,70,3,1843.35,614.4499999999999,69,174.5,451.6666666666667,1
12695.0,7,7,1407.1200000000001,201.01714285714283,46,109.16666666666667,64.85714285714286,1
12696.0,435,2,851.91,425.955,43,74.0,282.0,1
12697.0,29,3,957.59,319.19666666666666,37,69.5,169.33333333333334,1
12698.0,590,1,339.75,339.75,16,0.0,111.0,1
12699.0,418,1,638.11,638.11,41,0.0,373.0,1
12700.0,8,4,4939.99,1234.9975,193,68.66666666666667,741.75,1
12701.0,80,6,2446.41,407.73499999999996,118,110.0,287.8333333333333,1
12702.0,20,1,219.0,219.0,12,0.0,53.0,1
12703.0,71,4,1006.53,251.6325,56,204.0,148.75,1
12704.0,7,8,2340.84,292.605,64,22.571428571428573,125.75,1
12705.0,15,14,11762.1,840.15,320,39.46153846153846,513.4285714285714,1
12707.0,292,1,603.42,603.42,33,0.0,256.0,1
12708.0,30,18,5117.66,284.31444444444446,130,40.1764705882353,135.11111111111111,1
12709.0,15,34,30291.76,890.9341176470588,189,21.181818181818183,405.05882352941177,1
12710.0,97,3,1149.02,383.00666666666666,75,51.5,283.6666666666667,1
12711.0,612,2,1339.05,669.525,56,65.0,385.0,1
12712.0,29,21,6723.03,320.14428571428573,126,34.6,105.0,1
12713.0,1,1,848.55,848.55,38,0.0,508.0,1
12714.0,9,12,14093.71,1174.4758333333334,436,65.45454545454545,731.1666666666666,1
12715.0,106,1,343.36,343.36,20,0.0,192.0,1
12716.0,4,2,1053.49,526.745,60,129.0,354.0,1
12717.0,151,3,1308.91,436.30333333333334,60,219.0,200.0,1
12718.0,71,1,238.25,238.25,19,0.0,203.0,1
12719.0,5,2,644.95,322.475,34,59.0,187.0,1
12720.0,3,30,7787.28,259.57599999999996,262,17.0,200.6,1
12721.0,32,8,4013.08,501.635,183,62.285714285714285,331.875,1
12722.0,85,4,997.63,249.4075,50,21.0,141.5,1
12723.0,4,5,725.07,145.01399999999998,53,15.0,86.8,1
12724.0,5,7,2317.52,331.07428571428574,94,87.83333333333333,197.0,1
12725.0,371,4,2266.76,566.6899999999999,92,70.66666666666667,285.5,1
12726.0,28,11,4014.6,364.9636363636364,63,59.0,419.8181818181818,1
12727.0,11,10,5679.53,567.953,132,71.11111111111111,283.2,1
12728.0,71,5,1070.17,214.03400000000002,48,77.75,108.6,1
12729.0,114,1,453.01,453.01,26,0.0,233.0,1
12730.0,522,1,829.25,829.25,47,0.0,234.0,1
12731.0,24,17,25775.71,1516.2182352941177,137,38.5625,684.7647058823529,1
12732.0,180,1,236.26000000000002,236.26000000000002,12,0.0,111.0,1
12733.0,234,4,2424.87,606.2175,117,151.33333333333334,224.0,1
12734.0,353,3,639.65,213.2166666666667,17,19.5,88.33333333333333,1
12735.0,315,2,779.5699999999999,389.78499999999997,38,21.0,184.0,1
12736.0,333,1,234.0,234.0,4,0.0,173.0,1
12737.0,499,2,3710.5,1855.25,2,0.0,1.0,1
12738.0,372,1,155.35,155.35,11,0.0,148.0,1
12739.0,78,4,2726.73,681.6825,85,104.66666666666667,237.75,1
12740.0,64,1,427.6,427.6,27,0.0,342.0,1
12741.0,529,2,406.07,203.035,16,3.0,107.0,1
12742.0,626,1,1201.52,1201.52,67,0.0,1359.0,1
12743.0,134,2,540.13,270.065,114,0.0,157.5,1
12744.0,52,11,25317.06,2301.550909090909,245,53.6,635.8181818181819,1
12745.0,487,3,925.41,308.46999999999997,21,97.5,156.0,2
12746.0,541,1,254.55,254.55,17,0.0,97.0,1
12747.0,2,26,8898.48,342.24923076923073,85,28.84,101.53846153846153,1
12748.0,1,337,53539.64,158.8713353115727,2287,1.8095238095238095,110.12166172106825,1
12749.0,4,9,6897.36,766.3733333333334,260,64.125,262.22222222222223,1
12750.0,129,1,275.88,275.88,15,0.0,137.0,1
12751.0,445,1,268.27,268.27,61,0.0,189.0,1
12752.0,81,1,4366.78,4366.78,53,0.0,2262.0,1
12753.0,23,6,21429.39,3571.565,132,67.4,1903.5,1
12754.0,236,3,3010.74,1003.5799999999999,49,36.0,2160.3333333333335,1
12755.0,281,11,5236.259999999999,476.0236363636363,34,40.9,208.45454545454547,1
12756.0,87,1,112.07999999999998,112.07999999999998,4,0.0,144.0,1
12757.0,16,13,7834.650000000001,602.6653846153847,237,15.833333333333334,184.23076923076923,1
12758.0,117,7,9903.24,1414.7485714285715,187,103.16666666666667,879.2857142857143,1
12759.0,52,8,5020.74,627.5925,206,97.14285714285714,400.25,1
12760.0,456,1,347.8,347.8,21,0.0,198.0,1
